ID,GRIDCODE,ZONE
72844,8,4b: -25 to -20 F
72845,8,4b: -25 to -20 F
72846,9,5a: -20 to -15 F
72847,10,5b: -15 to -10 F
72848,10,5b: -15 to -10 F
72849,10,5b: -15 to -10 F
72850,11,6a: -10 to -5 F
72851,11,6a: -10 to -5 F
72852,11,6a: -10 to -5 F
72853,11,6a: -10 to -5 F
72854,11,6a: -10 to -5 F
72855,12,6b: -5 to 0 F
72856,12,6b: -5 to 0 F
72857,12,6b: -5 to 0 F
72858,12,6b: -5 to 0 F
72859,12,6b: -5 to 0 F
72860,11,6a: -10 to -5 F
72861,12,6b: -5 to 0 F
72862,11,6a: -10 to -5 F
72863,13,7a: 0 to 5 F
72864,11,6a: -10 to -5 F
72865,11,6a: -10 to -5 F
72866,11,6a: -10 to -5 F
72867,10,5b: -15 to -10 F
72868,11,6a: -10 to -5 F
72869,12,6b: -5 to 0 F
72870,12,6b: -5 to 0 F
72871,12,6b: -5 to 0 F
72872,19,10a: 30 to 35 F
72873,11,6a: -10 to -5 F
72874,14,7b: 5 to 10 F
72875,14,7b: 5 to 10 F
72876,13,7a: 0 to 5 F
72877,14,7b: 5 to 10 F
72878,14,7b: 5 to 10 F
72879,13,7a: 0 to 5 F
72880,13,7a: 0 to 5 F
72881,14,7b: 5 to 10 F
72882,12,6b: -5 to 0 F
72883,13,7a: 0 to 5 F
72884,11,6a: -10 to -5 F
72885,12,6b: -5 to 0 F
72886,11,6a: -10 to -5 F
72887,9,5a: -20 to -15 F
72888,12,6b: -5 to 0 F
72889,11,6a: -10 to -5 F
72890,12,6b: -5 to 0 F
72891,11,6a: -10 to -5 F
72892,11,6a: -10 to -5 F
72893,12,6b: -5 to 0 F
72894,10,5b: -15 to -10 F
72895,11,6a: -10 to -5 F
72896,11,6a: -10 to -5 F
72897,11,6a: -10 to -5 F
72898,10,5b: -15 to -10 F
72899,9,5a: -20 to -15 F
72900,9,5a: -20 to -15 F
72901,10,5b: -15 to -10 F
72902,9,5a: -20 to -15 F
72903,7,4a: -30 to -25 F
72904,8,4b: -25 to -20 F
72905,10,5b: -15 to -10 F
72906,8,4b: -25 to -20 F
72907,10,5b: -15 to -10 F
72908,10,5b: -15 to -10 F
72909,11,6a: -10 to -5 F
72910,11,6a: -10 to -5 F
72911,11,6a: -10 to -5 F
72912,11,6a: -10 to -5 F
72913,11,6a: -10 to -5 F
72914,11,6a: -10 to -5 F
72915,12,6b: -5 to 0 F
72916,11,6a: -10 to -5 F
72917,13,7a: 0 to 5 F
72918,13,7a: 0 to 5 F
72919,11,6a: -10 to -5 F
72920,12,6b: -5 to 0 F
72921,11,6a: -10 to -5 F
72922,11,6a: -10 to -5 F
72923,11,6a: -10 to -5 F
72924,12,6b: -5 to 0 F
72925,19,10a: 30 to 35 F
72926,18,9b: 25 to 30 F
72927,19,10a: 30 to 35 F
72928,17,9a: 20 to 25 F
72929,18,9b: 25 to 30 F
72930,12,6b: -5 to 0 F
72931,11,6a: -10 to -5 F
72932,13,7a: 0 to 5 F
72933,14,7b: 5 to 10 F
72934,12,6b: -5 to 0 F
72935,12,6b: -5 to 0 F
72936,13,7a: 0 to 5 F
72937,14,7b: 5 to 10 F
72938,13,7a: 0 to 5 F
72939,13,7a: 0 to 5 F
72940,16,8b: 15 to 20 F
72941,13,7a: 0 to 5 F
72942,16,8b: 15 to 20 F
72943,14,7b: 5 to 10 F
72944,15,8a: 10 to 15 F
72945,12,6b: -5 to 0 F
72946,13,7a: 0 to 5 F
72947,15,8a: 10 to 15 F
72948,16,8b: 15 to 20 F
72949,13,7a: 0 to 5 F
72950,14,7b: 5 to 10 F
72951,10,5b: -15 to -10 F
72952,12,6b: -5 to 0 F
72953,11,6a: -10 to -5 F
72954,9,5a: -20 to -15 F
72955,10,5b: -15 to -10 F
72956,11,6a: -10 to -5 F
72957,9,5a: -20 to -15 F
72958,10,5b: -15 to -10 F
72959,10,5b: -15 to -10 F
72960,11,6a: -10 to -5 F
72961,9,5a: -20 to -15 F
72962,9,5a: -20 to -15 F
72963,10,5b: -15 to -10 F
72964,9,5a: -20 to -15 F
72965,8,4b: -25 to -20 F
72966,10,5b: -15 to -10 F
72967,10,5b: -15 to -10 F
72968,8,4b: -25 to -20 F
72969,8,4b: -25 to -20 F
72970,10,5b: -15 to -10 F
72971,11,6a: -10 to -5 F
72972,10,5b: -15 to -10 F
72973,10,5b: -15 to -10 F
72974,11,6a: -10 to -5 F
72975,11,6a: -10 to -5 F
72976,12,6b: -5 to 0 F
72977,10,5b: -15 to -10 F
72978,12,6b: -5 to 0 F
72979,12,6b: -5 to 0 F
72980,13,7a: 0 to 5 F
72981,13,7a: 0 to 5 F
72982,11,6a: -10 to -5 F
72983,11,6a: -10 to -5 F
72984,11,6a: -10 to -5 F
72985,11,6a: -10 to -5 F
72986,12,6b: -5 to 0 F
72987,10,5b: -15 to -10 F
72988,15,8a: 10 to 15 F
72989,17,9a: 20 to 25 F
72990,12,6b: -5 to 0 F
72991,12,6b: -5 to 0 F
72992,14,7b: 5 to 10 F
72993,14,7b: 5 to 10 F
72994,13,7a: 0 to 5 F
72995,11,6a: -10 to -5 F
72996,12,6b: -5 to 0 F
72997,15,8a: 10 to 15 F
72998,13,7a: 0 to 5 F
72999,14,7b: 5 to 10 F
73000,14,7b: 5 to 10 F
73001,12,6b: -5 to 0 F
73002,11,6a: -10 to -5 F
73003,10,5b: -15 to -10 F
73004,10,5b: -15 to -10 F
73005,10,5b: -15 to -10 F
73006,9,5a: -20 to -15 F
73007,10,5b: -15 to -10 F
73008,10,5b: -15 to -10 F
73009,10,5b: -15 to -10 F
73010,11,6a: -10 to -5 F
73011,12,6b: -5 to 0 F
73012,11,6a: -10 to -5 F
73013,12,6b: -5 to 0 F
73014,11,6a: -10 to -5 F
73015,13,7a: 0 to 5 F
73016,13,7a: 0 to 5 F
73017,13,7a: 0 to 5 F
73018,13,7a: 0 to 5 F
73019,11,6a: -10 to -5 F
73020,11,6a: -10 to -5 F
73021,12,6b: -5 to 0 F
73022,11,6a: -10 to -5 F
73023,19,10a: 30 to 35 F
73024,18,9b: 25 to 30 F
73025,19,10a: 30 to 35 F
73026,11,6a: -10 to -5 F
73027,11,6a: -10 to -5 F
73028,10,5b: -15 to -10 F
73029,11,6a: -10 to -5 F
73030,12,6b: -5 to 0 F
73031,12,6b: -5 to 0 F
73032,13,7a: 0 to 5 F
73033,14,7b: 5 to 10 F
73034,14,7b: 5 to 10 F
73035,13,7a: 0 to 5 F
73036,16,8b: 15 to 20 F
73037,11,6a: -10 to -5 F
73038,12,6b: -5 to 0 F
73039,12,6b: -5 to 0 F
73040,14,7b: 5 to 10 F
73041,14,7b: 5 to 10 F
73042,13,7a: 0 to 5 F
73043,14,7b: 5 to 10 F
73044,14,7b: 5 to 10 F
73045,12,6b: -5 to 0 F
73046,12,6b: -5 to 0 F
73047,10,5b: -15 to -10 F
73048,12,6b: -5 to 0 F
73049,10,5b: -15 to -10 F
73050,9,5a: -20 to -15 F
73051,10,5b: -15 to -10 F
73052,11,6a: -10 to -5 F
73053,10,5b: -15 to -10 F
73054,11,6a: -10 to -5 F
73055,8,4b: -25 to -20 F
73056,8,4b: -25 to -20 F
73057,8,4b: -25 to -20 F
73058,10,5b: -15 to -10 F
73059,12,6b: -5 to 0 F
73060,12,6b: -5 to 0 F
73061,12,6b: -5 to 0 F
73062,13,7a: 0 to 5 F
73063,13,7a: 0 to 5 F
73064,11,6a: -10 to -5 F
73065,11,6a: -10 to -5 F
73066,11,6a: -10 to -5 F
73067,11,6a: -10 to -5 F
73068,11,6a: -10 to -5 F
73069,10,5b: -15 to -10 F
73070,12,6b: -5 to 0 F
73071,14,7b: 5 to 10 F
73072,17,9a: 20 to 25 F
73073,17,9a: 20 to 25 F
73074,17,9a: 20 to 25 F
73075,17,9a: 20 to 25 F
73076,12,6b: -5 to 0 F
73077,10,5b: -15 to -10 F
73078,12,6b: -5 to 0 F
73079,9,5a: -20 to -15 F
73080,11,6a: -10 to -5 F
73081,13,7a: 0 to 5 F
73082,14,7b: 5 to 10 F
73083,12,6b: -5 to 0 F
73084,13,7a: 0 to 5 F
73085,13,7a: 0 to 5 F
73086,13,7a: 0 to 5 F
73087,14,7b: 5 to 10 F
73088,13,7a: 0 to 5 F
73089,15,8a: 10 to 15 F
73090,13,7a: 0 to 5 F
73091,16,8b: 15 to 20 F
73092,11,6a: -10 to -5 F
73093,12,6b: -5 to 0 F
73094,11,6a: -10 to -5 F
73095,16,8b: 15 to 20 F
73096,15,8a: 10 to 15 F
73097,13,7a: 0 to 5 F
73098,13,7a: 0 to 5 F
73099,11,6a: -10 to -5 F
73100,11,6a: -10 to -5 F
73101,10,5b: -15 to -10 F
73102,12,6b: -5 to 0 F
73103,11,6a: -10 to -5 F
73104,11,6a: -10 to -5 F
73105,9,5a: -20 to -15 F
73106,9,5a: -20 to -15 F
73107,10,5b: -15 to -10 F
73108,9,5a: -20 to -15 F
73109,9,5a: -20 to -15 F
73110,10,5b: -15 to -10 F
73111,8,4b: -25 to -20 F
73112,10,5b: -15 to -10 F
73113,11,6a: -10 to -5 F
73114,10,5b: -15 to -10 F
73115,11,6a: -10 to -5 F
73116,11,6a: -10 to -5 F
73117,11,6a: -10 to -5 F
73118,12,6b: -5 to 0 F
73119,18,9b: 25 to 30 F
73120,18,9b: 25 to 30 F
73121,18,9b: 25 to 30 F
73122,12,6b: -5 to 0 F
73123,10,5b: -15 to -10 F
73124,11,6a: -10 to -5 F
73125,15,8a: 10 to 15 F
73126,14,7b: 5 to 10 F
73127,13,7a: 0 to 5 F
73128,12,6b: -5 to 0 F
73129,14,7b: 5 to 10 F
73130,13,7a: 0 to 5 F
73131,14,7b: 5 to 10 F
73132,14,7b: 5 to 10 F
73133,15,8a: 10 to 15 F
73134,14,7b: 5 to 10 F
73135,17,9a: 20 to 25 F
73136,12,6b: -5 to 0 F
73137,13,7a: 0 to 5 F
73138,11,6a: -10 to -5 F
73139,12,6b: -5 to 0 F
73140,12,6b: -5 to 0 F
73141,16,8b: 15 to 20 F
73142,14,7b: 5 to 10 F
73143,14,7b: 5 to 10 F
73144,14,7b: 5 to 10 F
73145,10,5b: -15 to -10 F
73146,12,6b: -5 to 0 F
73147,11,6a: -10 to -5 F
73148,10,5b: -15 to -10 F
73149,8,4b: -25 to -20 F
73150,8,4b: -25 to -20 F
73151,8,4b: -25 to -20 F
73152,7,4a: -30 to -25 F
73153,8,4b: -25 to -20 F
73154,9,5a: -20 to -15 F
73155,11,6a: -10 to -5 F
73156,11,6a: -10 to -5 F
73157,12,6b: -5 to 0 F
73158,13,7a: 0 to 5 F
73159,11,6a: -10 to -5 F
73160,13,7a: 0 to 5 F
73161,15,8a: 10 to 15 F
73162,18,9b: 25 to 30 F
73163,19,10a: 30 to 35 F
73164,18,9b: 25 to 30 F
73165,16,8b: 15 to 20 F
73166,14,7b: 5 to 10 F
73167,12,6b: -5 to 0 F
73168,11,6a: -10 to -5 F
73169,12,6b: -5 to 0 F
73170,15,8a: 10 to 15 F
73171,13,7a: 0 to 5 F
73172,16,8b: 15 to 20 F
73173,16,8b: 15 to 20 F
73174,15,8a: 10 to 15 F
73175,16,8b: 15 to 20 F
73176,13,7a: 0 to 5 F
73177,11,6a: -10 to -5 F
73178,15,8a: 10 to 15 F
73179,16,8b: 15 to 20 F
73180,15,8a: 10 to 15 F
73181,14,7b: 5 to 10 F
73182,15,8a: 10 to 15 F
73183,14,7b: 5 to 10 F
73184,14,7b: 5 to 10 F
73185,10,5b: -15 to -10 F
73186,10,5b: -15 to -10 F
73187,11,6a: -10 to -5 F
73188,10,5b: -15 to -10 F
73189,10,5b: -15 to -10 F
73190,10,5b: -15 to -10 F
73191,9,5a: -20 to -15 F
73192,10,5b: -15 to -10 F
73193,8,4b: -25 to -20 F
73194,8,4b: -25 to -20 F
73195,9,5a: -20 to -15 F
73196,11,6a: -10 to -5 F
73197,11,6a: -10 to -5 F
73198,12,6b: -5 to 0 F
73199,11,6a: -10 to -5 F
73200,11,6a: -10 to -5 F
73201,11,6a: -10 to -5 F
73202,12,6b: -5 to 0 F
73203,11,6a: -10 to -5 F
73204,12,6b: -5 to 0 F
73205,14,7b: 5 to 10 F
73206,19,10a: 30 to 35 F
73207,18,9b: 25 to 30 F
73208,18,9b: 25 to 30 F
73209,17,9a: 20 to 25 F
73210,19,10a: 30 to 35 F
73211,18,9b: 25 to 30 F
73212,16,8b: 15 to 20 F
73213,16,8b: 15 to 20 F
73214,12,6b: -5 to 0 F
73215,13,7a: 0 to 5 F
73216,15,8a: 10 to 15 F
73217,13,7a: 0 to 5 F
73218,17,9a: 20 to 25 F
73219,17,9a: 20 to 25 F
73220,15,8a: 10 to 15 F
73221,16,8b: 15 to 20 F
73222,16,8b: 15 to 20 F
73223,11,6a: -10 to -5 F
73224,11,6a: -10 to -5 F
73225,12,6b: -5 to 0 F
73226,14,7b: 5 to 10 F
73227,14,7b: 5 to 10 F
73228,15,8a: 10 to 15 F
73229,16,8b: 15 to 20 F
73230,13,7a: 0 to 5 F
73231,10,5b: -15 to -10 F
73232,12,6b: -5 to 0 F
73233,11,6a: -10 to -5 F
73234,11,6a: -10 to -5 F
73235,10,5b: -15 to -10 F
73236,9,5a: -20 to -15 F
73237,9,5a: -20 to -15 F
73238,9,5a: -20 to -15 F
73239,10,5b: -15 to -10 F
73240,10,5b: -15 to -10 F
73241,8,4b: -25 to -20 F
73242,8,4b: -25 to -20 F
73243,10,5b: -15 to -10 F
73244,8,4b: -25 to -20 F
73245,9,5a: -20 to -15 F
73246,10,5b: -15 to -10 F
73247,9,5a: -20 to -15 F
73248,8,4b: -25 to -20 F
73249,12,6b: -5 to 0 F
73250,11,6a: -10 to -5 F
73251,11,6a: -10 to -5 F
73252,11,6a: -10 to -5 F
73253,11,6a: -10 to -5 F
73254,12,6b: -5 to 0 F
73255,11,6a: -10 to -5 F
73256,11,6a: -10 to -5 F
73257,12,6b: -5 to 0 F
73258,19,10a: 30 to 35 F
73259,18,9b: 25 to 30 F
73260,20,10b: 35 to 40 F
73261,19,10a: 30 to 35 F
73262,18,9b: 25 to 30 F
73263,11,6a: -10 to -5 F
73264,14,7b: 5 to 10 F
73265,13,7a: 0 to 5 F
73266,14,7b: 5 to 10 F
73267,14,7b: 5 to 10 F
73268,13,7a: 0 to 5 F
73269,17,9a: 20 to 25 F
73270,17,9a: 20 to 25 F
73271,17,9a: 20 to 25 F
73272,14,7b: 5 to 10 F
73273,14,7b: 5 to 10 F
73274,12,6b: -5 to 0 F
73275,12,6b: -5 to 0 F
73276,12,6b: -5 to 0 F
73277,12,6b: -5 to 0 F
73278,13,7a: 0 to 5 F
73279,13,7a: 0 to 5 F
73280,13,7a: 0 to 5 F
73281,16,8b: 15 to 20 F
73282,13,7a: 0 to 5 F
73283,12,6b: -5 to 0 F
73284,10,5b: -15 to -10 F
73285,11,6a: -10 to -5 F
73286,8,4b: -25 to -20 F
73287,10,5b: -15 to -10 F
73288,8,4b: -25 to -20 F
73289,7,4a: -30 to -25 F
73290,8,4b: -25 to -20 F
73291,9,5a: -20 to -15 F
73292,9,5a: -20 to -15 F
73293,10,5b: -15 to -10 F
73294,10,5b: -15 to -10 F
73295,10,5b: -15 to -10 F
73296,11,6a: -10 to -5 F
73297,11,6a: -10 to -5 F
73298,13,7a: 0 to 5 F
73299,13,7a: 0 to 5 F
73300,13,7a: 0 to 5 F
73301,11,6a: -10 to -5 F
73302,13,7a: 0 to 5 F
73303,18,9b: 25 to 30 F
73304,17,9a: 20 to 25 F
73305,19,10a: 30 to 35 F
73306,18,9b: 25 to 30 F
73307,10,5b: -15 to -10 F
73308,15,8a: 10 to 15 F
73309,12,6b: -5 to 0 F
73310,17,9a: 20 to 25 F
73311,17,9a: 20 to 25 F
73312,16,8b: 15 to 20 F
73313,13,7a: 0 to 5 F
73314,13,7a: 0 to 5 F
73315,13,7a: 0 to 5 F
73316,13,7a: 0 to 5 F
73317,14,7b: 5 to 10 F
73318,14,7b: 5 to 10 F
73319,15,8a: 10 to 15 F
73320,14,7b: 5 to 10 F
73321,15,8a: 10 to 15 F
73322,14,7b: 5 to 10 F
73323,15,8a: 10 to 15 F
73324,14,7b: 5 to 10 F
73325,13,7a: 0 to 5 F
73326,12,6b: -5 to 0 F
73327,13,7a: 0 to 5 F
73328,13,7a: 0 to 5 F
73329,13,7a: 0 to 5 F
73330,12,6b: -5 to 0 F
73331,11,6a: -10 to -5 F
73332,12,6b: -5 to 0 F
73333,10,5b: -15 to -10 F
73334,11,6a: -10 to -5 F
73335,9,5a: -20 to -15 F
73336,10,5b: -15 to -10 F
73337,9,5a: -20 to -15 F
73338,10,5b: -15 to -10 F
73339,12,6b: -5 to 0 F
73340,11,6a: -10 to -5 F
73341,11,6a: -10 to -5 F
73342,11,6a: -10 to -5 F
73343,11,6a: -10 to -5 F
73344,12,6b: -5 to 0 F
73345,13,7a: 0 to 5 F
73346,13,7a: 0 to 5 F
73347,12,6b: -5 to 0 F
73348,11,6a: -10 to -5 F
73349,14,7b: 5 to 10 F
73350,18,9b: 25 to 30 F
73351,20,10b: 35 to 40 F
73352,20,10b: 35 to 40 F
73353,19,10a: 30 to 35 F
73354,14,7b: 5 to 10 F
73355,11,6a: -10 to -5 F
73356,9,5a: -20 to -15 F
73357,9,5a: -20 to -15 F
73358,12,6b: -5 to 0 F
73359,15,8a: 10 to 15 F
73360,15,8a: 10 to 15 F
73361,15,8a: 10 to 15 F
73362,13,7a: 0 to 5 F
73363,17,9a: 20 to 25 F
73364,15,8a: 10 to 15 F
73365,16,8b: 15 to 20 F
73366,14,7b: 5 to 10 F
73367,16,8b: 15 to 20 F
73368,14,7b: 5 to 10 F
73369,12,6b: -5 to 0 F
73370,12,6b: -5 to 0 F
73371,13,7a: 0 to 5 F
73372,14,7b: 5 to 10 F
73373,13,7a: 0 to 5 F
73374,13,7a: 0 to 5 F
73375,13,7a: 0 to 5 F
73376,16,8b: 15 to 20 F
73377,15,8a: 10 to 15 F
73378,14,7b: 5 to 10 F
73379,15,8a: 10 to 15 F
73380,15,8a: 10 to 15 F
73381,13,7a: 0 to 5 F
73382,13,7a: 0 to 5 F
73383,13,7a: 0 to 5 F
73384,12,6b: -5 to 0 F
73385,12,6b: -5 to 0 F
73386,12,6b: -5 to 0 F
73387,13,7a: 0 to 5 F
73388,10,5b: -15 to -10 F
73389,12,6b: -5 to 0 F
73390,10,5b: -15 to -10 F
73391,8,4b: -25 to -20 F
73392,8,4b: -25 to -20 F
73393,8,4b: -25 to -20 F
73394,8,4b: -25 to -20 F
73395,8,4b: -25 to -20 F
73396,8,4b: -25 to -20 F
73397,10,5b: -15 to -10 F
73398,8,4b: -25 to -20 F
73399,11,6a: -10 to -5 F
73400,11,6a: -10 to -5 F
73401,11,6a: -10 to -5 F
73402,12,6b: -5 to 0 F
73403,12,6b: -5 to 0 F
73404,13,7a: 0 to 5 F
73405,13,7a: 0 to 5 F
73406,11,6a: -10 to -5 F
73407,11,6a: -10 to -5 F
73408,10,5b: -15 to -10 F
73409,11,6a: -10 to -5 F
73410,13,7a: 0 to 5 F
73411,20,10b: 35 to 40 F
73412,20,10b: 35 to 40 F
73413,18,9b: 25 to 30 F
73414,17,9a: 20 to 25 F
73415,14,7b: 5 to 10 F
73416,16,8b: 15 to 20 F
73417,13,7a: 0 to 5 F
73418,9,5a: -20 to -15 F
73419,15,8a: 10 to 15 F
73420,16,8b: 15 to 20 F
73421,17,9a: 20 to 25 F
73422,14,7b: 5 to 10 F
73423,16,8b: 15 to 20 F
73424,14,7b: 5 to 10 F
73425,13,7a: 0 to 5 F
73426,14,7b: 5 to 10 F
73427,16,8b: 15 to 20 F
73428,14,7b: 5 to 10 F
73429,14,7b: 5 to 10 F
73430,14,7b: 5 to 10 F
73431,15,8a: 10 to 15 F
73432,14,7b: 5 to 10 F
73433,15,8a: 10 to 15 F
73434,14,7b: 5 to 10 F
73435,14,7b: 5 to 10 F
73436,13,7a: 0 to 5 F
73437,11,6a: -10 to -5 F
73438,13,7a: 0 to 5 F
73439,13,7a: 0 to 5 F
73440,10,5b: -15 to -10 F
73441,12,6b: -5 to 0 F
73442,9,5a: -20 to -15 F
73443,9,5a: -20 to -15 F
73444,10,5b: -15 to -10 F
73445,9,5a: -20 to -15 F
73446,8,4b: -25 to -20 F
73447,10,5b: -15 to -10 F
73448,8,4b: -25 to -20 F
73449,10,5b: -15 to -10 F
73450,10,5b: -15 to -10 F
73451,11,6a: -10 to -5 F
73452,11,6a: -10 to -5 F
73453,11,6a: -10 to -5 F
73454,12,6b: -5 to 0 F
73455,12,6b: -5 to 0 F
73456,12,6b: -5 to 0 F
73457,12,6b: -5 to 0 F
73458,12,6b: -5 to 0 F
73459,13,7a: 0 to 5 F
73460,13,7a: 0 to 5 F
73461,13,7a: 0 to 5 F
73462,11,6a: -10 to -5 F
73463,11,6a: -10 to -5 F
73464,11,6a: -10 to -5 F
73465,18,9b: 25 to 30 F
73466,20,10b: 35 to 40 F
73467,18,9b: 25 to 30 F
73468,17,9a: 20 to 25 F
73469,19,10a: 30 to 35 F
73470,19,10a: 30 to 35 F
73471,16,8b: 15 to 20 F
73472,17,9a: 20 to 25 F
73473,9,5a: -20 to -15 F
73474,14,7b: 5 to 10 F
73475,12,6b: -5 to 0 F
73476,15,8a: 10 to 15 F
73477,15,8a: 10 to 15 F
73478,17,9a: 20 to 25 F
73479,14,7b: 5 to 10 F
73480,13,7a: 0 to 5 F
73481,13,7a: 0 to 5 F
73482,15,8a: 10 to 15 F
73483,15,8a: 10 to 15 F
73484,14,7b: 5 to 10 F
73485,14,7b: 5 to 10 F
73486,12,6b: -5 to 0 F
73487,12,6b: -5 to 0 F
73488,13,7a: 0 to 5 F
73489,12,6b: -5 to 0 F
73490,12,6b: -5 to 0 F
73491,10,5b: -15 to -10 F
73492,10,5b: -15 to -10 F
73493,10,5b: -15 to -10 F
73494,8,4b: -25 to -20 F
73495,8,4b: -25 to -20 F
73496,10,5b: -15 to -10 F
73497,12,6b: -5 to 0 F
73498,11,6a: -10 to -5 F
73499,12,6b: -5 to 0 F
73500,11,6a: -10 to -5 F
73501,11,6a: -10 to -5 F
73502,12,6b: -5 to 0 F
73503,12,6b: -5 to 0 F
73504,13,7a: 0 to 5 F
73505,13,7a: 0 to 5 F
73506,13,7a: 0 to 5 F
73507,11,6a: -10 to -5 F
73508,11,6a: -10 to -5 F
73509,11,6a: -10 to -5 F
73510,12,6b: -5 to 0 F
73511,12,6b: -5 to 0 F
73512,11,6a: -10 to -5 F
73513,11,6a: -10 to -5 F
73514,11,6a: -10 to -5 F
73515,14,7b: 5 to 10 F
73516,20,10b: 35 to 40 F
73517,17,9a: 20 to 25 F
73518,11,6a: -10 to -5 F
73519,12,6b: -5 to 0 F
73520,12,6b: -5 to 0 F
73521,15,8a: 10 to 15 F
73522,13,7a: 0 to 5 F
73523,12,6b: -5 to 0 F
73524,15,8a: 10 to 15 F
73525,16,8b: 15 to 20 F
73526,17,9a: 20 to 25 F
73527,17,9a: 20 to 25 F
73528,16,8b: 15 to 20 F
73529,12,6b: -5 to 0 F
73530,14,7b: 5 to 10 F
73531,14,7b: 5 to 10 F
73532,13,7a: 0 to 5 F
73533,13,7a: 0 to 5 F
73534,14,7b: 5 to 10 F
73535,14,7b: 5 to 10 F
73536,13,7a: 0 to 5 F
73537,13,7a: 0 to 5 F
73538,12,6b: -5 to 0 F
73539,12,6b: -5 to 0 F
73540,10,5b: -15 to -10 F
73541,12,6b: -5 to 0 F
73542,10,5b: -15 to -10 F
73543,8,4b: -25 to -20 F
73544,10,5b: -15 to -10 F
73545,8,4b: -25 to -20 F
73546,8,4b: -25 to -20 F
73547,8,4b: -25 to -20 F
73548,10,5b: -15 to -10 F
73549,8,4b: -25 to -20 F
73550,12,6b: -5 to 0 F
73551,11,6a: -10 to -5 F
73552,11,6a: -10 to -5 F
73553,12,6b: -5 to 0 F
73554,12,6b: -5 to 0 F
73555,12,6b: -5 to 0 F
73556,12,6b: -5 to 0 F
73557,11,6a: -10 to -5 F
73558,10,5b: -15 to -10 F
73559,13,7a: 0 to 5 F
73560,20,10b: 35 to 40 F
73561,20,10b: 35 to 40 F
73562,18,9b: 25 to 30 F
73563,20,10b: 35 to 40 F
73564,19,10a: 30 to 35 F
73565,18,9b: 25 to 30 F
73566,17,9a: 20 to 25 F
73567,16,8b: 15 to 20 F
73568,9,5a: -20 to -15 F
73569,14,7b: 5 to 10 F
73570,12,6b: -5 to 0 F
73571,14,7b: 5 to 10 F
73572,15,8a: 10 to 15 F
73573,15,8a: 10 to 15 F
73574,17,9a: 20 to 25 F
73575,16,8b: 15 to 20 F
73576,16,8b: 15 to 20 F
73577,14,7b: 5 to 10 F
73578,12,6b: -5 to 0 F
73579,14,7b: 5 to 10 F
73580,15,8a: 10 to 15 F
73581,12,6b: -5 to 0 F
73582,13,7a: 0 to 5 F
73583,13,7a: 0 to 5 F
73584,12,6b: -5 to 0 F
73585,12,6b: -5 to 0 F
73586,12,6b: -5 to 0 F
73587,12,6b: -5 to 0 F
73588,10,5b: -15 to -10 F
73589,11,6a: -10 to -5 F
73590,9,5a: -20 to -15 F
73591,10,5b: -15 to -10 F
73592,10,5b: -15 to -10 F
73593,8,4b: -25 to -20 F
73594,8,4b: -25 to -20 F
73595,10,5b: -15 to -10 F
73596,11,6a: -10 to -5 F
73597,8,4b: -25 to -20 F
73598,10,5b: -15 to -10 F
73599,11,6a: -10 to -5 F
73600,11,6a: -10 to -5 F
73601,11,6a: -10 to -5 F
73602,11,6a: -10 to -5 F
73603,12,6b: -5 to 0 F
73604,11,6a: -10 to -5 F
73605,12,6b: -5 to 0 F
73606,12,6b: -5 to 0 F
73607,12,6b: -5 to 0 F
73608,12,6b: -5 to 0 F
73609,11,6a: -10 to -5 F
73610,11,6a: -10 to -5 F
73611,11,6a: -10 to -5 F
73612,12,6b: -5 to 0 F
73613,12,6b: -5 to 0 F
73614,20,10b: 35 to 40 F
73615,20,10b: 35 to 40 F
73616,20,10b: 35 to 40 F
73617,19,10a: 30 to 35 F
73618,18,9b: 25 to 30 F
73619,13,7a: 0 to 5 F
73620,14,7b: 5 to 10 F
73621,16,8b: 15 to 20 F
73622,15,8a: 10 to 15 F
73623,12,6b: -5 to 0 F
73624,15,8a: 10 to 15 F
73625,14,7b: 5 to 10 F
73626,16,8b: 15 to 20 F
73627,15,8a: 10 to 15 F
73628,16,8b: 15 to 20 F
73629,16,8b: 15 to 20 F
73630,15,8a: 10 to 15 F
73631,14,7b: 5 to 10 F
73632,14,7b: 5 to 10 F
73633,15,8a: 10 to 15 F
73634,14,7b: 5 to 10 F
73635,15,8a: 10 to 15 F
73636,15,8a: 10 to 15 F
73637,15,8a: 10 to 15 F
73638,14,7b: 5 to 10 F
73639,14,7b: 5 to 10 F
73640,14,7b: 5 to 10 F
73641,14,7b: 5 to 10 F
73642,13,7a: 0 to 5 F
73643,12,6b: -5 to 0 F
73644,13,7a: 0 to 5 F
73645,12,6b: -5 to 0 F
73646,10,5b: -15 to -10 F
73647,12,6b: -5 to 0 F
73648,11,6a: -10 to -5 F
73649,8,4b: -25 to -20 F
73650,10,5b: -15 to -10 F
73651,11,6a: -10 to -5 F
73652,11,6a: -10 to -5 F
73653,11,6a: -10 to -5 F
73654,12,6b: -5 to 0 F
73655,11,6a: -10 to -5 F
73656,12,6b: -5 to 0 F
73657,12,6b: -5 to 0 F
73658,12,6b: -5 to 0 F
73659,13,7a: 0 to 5 F
73660,12,6b: -5 to 0 F
73661,12,6b: -5 to 0 F
73662,13,7a: 0 to 5 F
73663,13,7a: 0 to 5 F
73664,13,7a: 0 to 5 F
73665,11,6a: -10 to -5 F
