ID,GRIDCODE,ZONE
1223,11,6a: -10 to -5 F
1224,11,6a: -10 to -5 F
1225,10,5b: -15 to -10 F
1226,11,6a: -10 to -5 F
1227,12,6b: -5 to 0 F
1228,13,7a: 0 to 5 F
1229,13,7a: 0 to 5 F
1230,13,7a: 0 to 5 F
1231,10,5b: -15 to -10 F
1232,11,6a: -10 to -5 F
1233,9,5a: -20 to -15 F
1234,11,6a: -10 to -5 F
1235,12,6b: -5 to 0 F
1236,11,6a: -10 to -5 F
1237,10,5b: -15 to -10 F
1238,9,5a: -20 to -15 F
1239,9,5a: -20 to -15 F
1240,10,5b: -15 to -10 F
1241,12,6b: -5 to 0 F
1242,10,5b: -15 to -10 F
1243,10,5b: -15 to -10 F
1244,10,5b: -15 to -10 F
1245,10,5b: -15 to -10 F
1246,8,4b: -25 to -20 F
1247,10,5b: -15 to -10 F
1248,10,5b: -15 to -10 F
1249,9,5a: -20 to -15 F
1250,10,5b: -15 to -10 F
1251,8,4b: -25 to -20 F
1252,10,5b: -15 to -10 F
1253,10,5b: -15 to -10 F
1254,8,4b: -25 to -20 F
1255,9,5a: -20 to -15 F
1256,8,4b: -25 to -20 F
1257,6,3b: -35 to -30 F
1258,8,4b: -25 to -20 F
1259,6,3b: -35 to -30 F
1260,7,4a: -30 to -25 F
1261,15,8a: 10 to 15 F
1262,12,6b: -5 to 0 F
1263,13,7a: 0 to 5 F
1264,12,6b: -5 to 0 F
1265,13,7a: 0 to 5 F
1266,11,6a: -10 to -5 F
1267,12,6b: -5 to 0 F
1268,11,6a: -10 to -5 F
1269,12,6b: -5 to 0 F
1270,11,6a: -10 to -5 F
1271,11,6a: -10 to -5 F
1272,11,6a: -10 to -5 F
1273,12,6b: -5 to 0 F
1274,13,7a: 0 to 5 F
1275,12,6b: -5 to 0 F
1276,11,6a: -10 to -5 F
1277,12,6b: -5 to 0 F
1278,11,6a: -10 to -5 F
1279,9,5a: -20 to -15 F
1280,9,5a: -20 to -15 F
1281,9,5a: -20 to -15 F
1282,11,6a: -10 to -5 F
1283,13,7a: 0 to 5 F
1284,12,6b: -5 to 0 F
1285,11,6a: -10 to -5 F
1286,11,6a: -10 to -5 F
1287,9,5a: -20 to -15 F
1288,11,6a: -10 to -5 F
1289,12,6b: -5 to 0 F
1290,10,5b: -15 to -10 F
1291,10,5b: -15 to -10 F
1292,8,4b: -25 to -20 F
1293,8,4b: -25 to -20 F
1294,8,4b: -25 to -20 F
1295,9,5a: -20 to -15 F
1296,10,5b: -15 to -10 F
1297,10,5b: -15 to -10 F
1298,8,4b: -25 to -20 F
1299,9,5a: -20 to -15 F
1300,8,4b: -25 to -20 F
1301,8,4b: -25 to -20 F
1302,8,4b: -25 to -20 F
1303,8,4b: -25 to -20 F
1304,6,3b: -35 to -30 F
1305,6,3b: -35 to -30 F
1306,12,6b: -5 to 0 F
1307,13,7a: 0 to 5 F
1308,14,7b: 5 to 10 F
1309,10,5b: -15 to -10 F
1310,12,6b: -5 to 0 F
1311,12,6b: -5 to 0 F
1312,11,6a: -10 to -5 F
1313,10,5b: -15 to -10 F
1314,11,6a: -10 to -5 F
1315,11,6a: -10 to -5 F
1316,12,6b: -5 to 0 F
1317,11,6a: -10 to -5 F
1318,11,6a: -10 to -5 F
1319,10,5b: -15 to -10 F
1320,11,6a: -10 to -5 F
1321,12,6b: -5 to 0 F
1322,11,6a: -10 to -5 F
1323,13,7a: 0 to 5 F
1324,12,6b: -5 to 0 F
1325,12,6b: -5 to 0 F
1326,9,5a: -20 to -15 F
1327,11,6a: -10 to -5 F
1328,11,6a: -10 to -5 F
1329,9,5a: -20 to -15 F
1330,10,5b: -15 to -10 F
1331,10,5b: -15 to -10 F
1332,10,5b: -15 to -10 F
1333,8,4b: -25 to -20 F
1334,10,5b: -15 to -10 F
1335,10,5b: -15 to -10 F
1336,9,5a: -20 to -15 F
1337,10,5b: -15 to -10 F
1338,7,4a: -30 to -25 F
1339,8,4b: -25 to -20 F
1340,6,3b: -35 to -30 F
1341,7,4a: -30 to -25 F
1342,7,4a: -30 to -25 F
1343,14,7b: 5 to 10 F
1344,13,7a: 0 to 5 F
1345,13,7a: 0 to 5 F
1346,12,6b: -5 to 0 F
1347,12,6b: -5 to 0 F
1348,12,6b: -5 to 0 F
1349,11,6a: -10 to -5 F
1350,11,6a: -10 to -5 F
1351,10,5b: -15 to -10 F
1352,12,6b: -5 to 0 F
1353,10,5b: -15 to -10 F
1354,11,6a: -10 to -5 F
1355,11,6a: -10 to -5 F
1356,12,6b: -5 to 0 F
1357,10,5b: -15 to -10 F
1358,9,5a: -20 to -15 F
1359,9,5a: -20 to -15 F
1360,11,6a: -10 to -5 F
1361,9,5a: -20 to -15 F
1362,10,5b: -15 to -10 F
1363,10,5b: -15 to -10 F
1364,11,6a: -10 to -5 F
1365,11,6a: -10 to -5 F
1366,11,6a: -10 to -5 F
1367,10,5b: -15 to -10 F
1368,9,5a: -20 to -15 F
1369,9,5a: -20 to -15 F
1370,10,5b: -15 to -10 F
1371,8,4b: -25 to -20 F
1372,9,5a: -20 to -15 F
1373,9,5a: -20 to -15 F
1374,8,4b: -25 to -20 F
1375,8,4b: -25 to -20 F
1376,6,3b: -35 to -30 F
1377,6,3b: -35 to -30 F
1378,7,4a: -30 to -25 F
1379,7,4a: -30 to -25 F
1380,6,3b: -35 to -30 F
1381,13,7a: 0 to 5 F
1382,12,6b: -5 to 0 F
1383,11,6a: -10 to -5 F
1384,12,6b: -5 to 0 F
1385,12,6b: -5 to 0 F
1386,13,7a: 0 to 5 F
1387,11,6a: -10 to -5 F
1388,12,6b: -5 to 0 F
1389,10,5b: -15 to -10 F
1390,11,6a: -10 to -5 F
1391,13,7a: 0 to 5 F
1392,11,6a: -10 to -5 F
1393,10,5b: -15 to -10 F
1394,11,6a: -10 to -5 F
1395,13,7a: 0 to 5 F
1396,9,5a: -20 to -15 F
1397,13,7a: 0 to 5 F
1398,11,6a: -10 to -5 F
1399,12,6b: -5 to 0 F
1400,13,7a: 0 to 5 F
1401,12,6b: -5 to 0 F
1402,10,5b: -15 to -10 F
1403,12,6b: -5 to 0 F
1404,10,5b: -15 to -10 F
1405,11,6a: -10 to -5 F
1406,11,6a: -10 to -5 F
1407,9,5a: -20 to -15 F
1408,9,5a: -20 to -15 F
1409,9,5a: -20 to -15 F
1410,9,5a: -20 to -15 F
1411,9,5a: -20 to -15 F
1412,9,5a: -20 to -15 F
1413,9,5a: -20 to -15 F
1414,11,6a: -10 to -5 F
1415,9,5a: -20 to -15 F
1416,10,5b: -15 to -10 F
1417,11,6a: -10 to -5 F
1418,9,5a: -20 to -15 F
1419,10,5b: -15 to -10 F
1420,10,5b: -15 to -10 F
1421,10,5b: -15 to -10 F
1422,10,5b: -15 to -10 F
1423,9,5a: -20 to -15 F
1424,10,5b: -15 to -10 F
1425,10,5b: -15 to -10 F
1426,10,5b: -15 to -10 F
1427,10,5b: -15 to -10 F
1428,11,6a: -10 to -5 F
1429,9,5a: -20 to -15 F
1430,10,5b: -15 to -10 F
1431,8,4b: -25 to -20 F
1432,6,3b: -35 to -30 F
1433,6,3b: -35 to -30 F
1434,6,3b: -35 to -30 F
1435,8,4b: -25 to -20 F
1436,7,4a: -30 to -25 F
1437,7,4a: -30 to -25 F
1438,14,7b: 5 to 10 F
1439,12,6b: -5 to 0 F
1440,13,7a: 0 to 5 F
1441,10,5b: -15 to -10 F
1442,11,6a: -10 to -5 F
1443,13,7a: 0 to 5 F
1444,14,7b: 5 to 10 F
1445,13,7a: 0 to 5 F
1446,12,6b: -5 to 0 F
1447,11,6a: -10 to -5 F
1448,12,6b: -5 to 0 F
1449,11,6a: -10 to -5 F
1450,10,5b: -15 to -10 F
1451,11,6a: -10 to -5 F
1452,12,6b: -5 to 0 F
1453,12,6b: -5 to 0 F
1454,13,7a: 0 to 5 F
1455,12,6b: -5 to 0 F
1456,11,6a: -10 to -5 F
1457,11,6a: -10 to -5 F
1458,10,5b: -15 to -10 F
1459,13,7a: 0 to 5 F
1460,12,6b: -5 to 0 F
1461,12,6b: -5 to 0 F
1462,9,5a: -20 to -15 F
1463,9,5a: -20 to -15 F
1464,10,5b: -15 to -10 F
1465,10,5b: -15 to -10 F
1466,9,5a: -20 to -15 F
1467,9,5a: -20 to -15 F
1468,10,5b: -15 to -10 F
1469,11,6a: -10 to -5 F
1470,11,6a: -10 to -5 F
1471,9,5a: -20 to -15 F
1472,9,5a: -20 to -15 F
1473,10,5b: -15 to -10 F
1474,10,5b: -15 to -10 F
1475,8,4b: -25 to -20 F
1476,11,6a: -10 to -5 F
1477,9,5a: -20 to -15 F
1478,8,4b: -25 to -20 F
1479,8,4b: -25 to -20 F
1480,9,5a: -20 to -15 F
1481,8,4b: -25 to -20 F
1482,6,3b: -35 to -30 F
1483,8,4b: -25 to -20 F
1484,6,3b: -35 to -30 F
1485,6,3b: -35 to -30 F
1486,7,4a: -30 to -25 F
1487,6,3b: -35 to -30 F
1488,11,6a: -10 to -5 F
1489,12,6b: -5 to 0 F
1490,13,7a: 0 to 5 F
1491,14,7b: 5 to 10 F
1492,13,7a: 0 to 5 F
1493,12,6b: -5 to 0 F
1494,14,7b: 5 to 10 F
1495,12,6b: -5 to 0 F
1496,12,6b: -5 to 0 F
1497,11,6a: -10 to -5 F
1498,10,5b: -15 to -10 F
1499,12,6b: -5 to 0 F
1500,11,6a: -10 to -5 F
1501,9,5a: -20 to -15 F
1502,10,5b: -15 to -10 F
1503,11,6a: -10 to -5 F
1504,10,5b: -15 to -10 F
1505,11,6a: -10 to -5 F
1506,12,6b: -5 to 0 F
1507,11,6a: -10 to -5 F
1508,12,6b: -5 to 0 F
1509,11,6a: -10 to -5 F
1510,13,7a: 0 to 5 F
1511,13,7a: 0 to 5 F
1512,12,6b: -5 to 0 F
1513,10,5b: -15 to -10 F
1514,12,6b: -5 to 0 F
1515,11,6a: -10 to -5 F
1516,10,5b: -15 to -10 F
1517,11,6a: -10 to -5 F
1518,9,5a: -20 to -15 F
1519,9,5a: -20 to -15 F
1520,9,5a: -20 to -15 F
1521,12,6b: -5 to 0 F
1522,10,5b: -15 to -10 F
1523,11,6a: -10 to -5 F
1524,9,5a: -20 to -15 F
1525,8,4b: -25 to -20 F
1526,8,4b: -25 to -20 F
1527,8,4b: -25 to -20 F
1528,9,5a: -20 to -15 F
1529,9,5a: -20 to -15 F
1530,10,5b: -15 to -10 F
1531,9,5a: -20 to -15 F
1532,8,4b: -25 to -20 F
1533,8,4b: -25 to -20 F
1534,8,4b: -25 to -20 F
1535,8,4b: -25 to -20 F
1536,7,4a: -30 to -25 F
1537,7,4a: -30 to -25 F
1538,7,4a: -30 to -25 F
1539,6,3b: -35 to -30 F
1540,13,7a: 0 to 5 F
1541,11,6a: -10 to -5 F
1542,11,6a: -10 to -5 F
1543,10,5b: -15 to -10 F
1544,13,7a: 0 to 5 F
1545,12,6b: -5 to 0 F
1546,11,6a: -10 to -5 F
1547,13,7a: 0 to 5 F
1548,14,7b: 5 to 10 F
1549,9,5a: -20 to -15 F
1550,9,5a: -20 to -15 F
1551,11,6a: -10 to -5 F
1552,12,6b: -5 to 0 F
1553,12,6b: -5 to 0 F
1554,13,7a: 0 to 5 F
1555,10,5b: -15 to -10 F
1556,12,6b: -5 to 0 F
1557,11,6a: -10 to -5 F
1558,11,6a: -10 to -5 F
1559,9,5a: -20 to -15 F
1560,9,5a: -20 to -15 F
1561,9,5a: -20 to -15 F
1562,9,5a: -20 to -15 F
1563,9,5a: -20 to -15 F
1564,12,6b: -5 to 0 F
1565,10,5b: -15 to -10 F
1566,10,5b: -15 to -10 F
1567,10,5b: -15 to -10 F
1568,9,5a: -20 to -15 F
1569,10,5b: -15 to -10 F
1570,8,4b: -25 to -20 F
1571,8,4b: -25 to -20 F
1572,6,3b: -35 to -30 F
1573,6,3b: -35 to -30 F
1574,7,4a: -30 to -25 F
1575,13,7a: 0 to 5 F
1576,13,7a: 0 to 5 F
1577,12,6b: -5 to 0 F
1578,10,5b: -15 to -10 F
1579,11,6a: -10 to -5 F
1580,12,6b: -5 to 0 F
1581,13,7a: 0 to 5 F
1582,11,6a: -10 to -5 F
1583,12,6b: -5 to 0 F
1584,13,7a: 0 to 5 F
1585,12,6b: -5 to 0 F
1586,13,7a: 0 to 5 F
1587,12,6b: -5 to 0 F
1588,13,7a: 0 to 5 F
1589,12,6b: -5 to 0 F
1590,13,7a: 0 to 5 F
1591,12,6b: -5 to 0 F
1592,12,6b: -5 to 0 F
1593,11,6a: -10 to -5 F
1594,9,5a: -20 to -15 F
1595,9,5a: -20 to -15 F
1596,9,5a: -20 to -15 F
1597,9,5a: -20 to -15 F
1598,9,5a: -20 to -15 F
1599,9,5a: -20 to -15 F
1600,11,6a: -10 to -5 F
1601,9,5a: -20 to -15 F
1602,11,6a: -10 to -5 F
1603,10,5b: -15 to -10 F
1604,11,6a: -10 to -5 F
1605,12,6b: -5 to 0 F
1606,10,5b: -15 to -10 F
1607,10,5b: -15 to -10 F
1608,10,5b: -15 to -10 F
1609,10,5b: -15 to -10 F
1610,10,5b: -15 to -10 F
1611,8,4b: -25 to -20 F
1612,9,5a: -20 to -15 F
1613,8,4b: -25 to -20 F
1614,8,4b: -25 to -20 F
1615,7,4a: -30 to -25 F
1616,5,3a: -40 to -35 F
1617,15,8a: 10 to 15 F
1618,13,7a: 0 to 5 F
1619,13,7a: 0 to 5 F
1620,12,6b: -5 to 0 F
1621,13,7a: 0 to 5 F
1622,13,7a: 0 to 5 F
1623,13,7a: 0 to 5 F
1624,12,6b: -5 to 0 F
1625,11,6a: -10 to -5 F
1626,13,7a: 0 to 5 F
1627,13,7a: 0 to 5 F
1628,12,6b: -5 to 0 F
1629,11,6a: -10 to -5 F
1630,12,6b: -5 to 0 F
1631,10,5b: -15 to -10 F
1632,11,6a: -10 to -5 F
1633,9,5a: -20 to -15 F
1634,10,5b: -15 to -10 F
1635,11,6a: -10 to -5 F
1636,13,7a: 0 to 5 F
1637,12,6b: -5 to 0 F
1638,13,7a: 0 to 5 F
1639,14,7b: 5 to 10 F
1640,14,7b: 5 to 10 F
1641,13,7a: 0 to 5 F
1642,12,6b: -5 to 0 F
1643,11,6a: -10 to -5 F
1644,13,7a: 0 to 5 F
1645,13,7a: 0 to 5 F
1646,11,6a: -10 to -5 F
1647,10,5b: -15 to -10 F
1648,12,6b: -5 to 0 F
1649,11,6a: -10 to -5 F
1650,11,6a: -10 to -5 F
1651,9,5a: -20 to -15 F
1652,9,5a: -20 to -15 F
1653,9,5a: -20 to -15 F
1654,11,6a: -10 to -5 F
1655,11,6a: -10 to -5 F
1656,11,6a: -10 to -5 F
1657,10,5b: -15 to -10 F
1658,9,5a: -20 to -15 F
1659,11,6a: -10 to -5 F
1660,9,5a: -20 to -15 F
1661,10,5b: -15 to -10 F
1662,8,4b: -25 to -20 F
1663,9,5a: -20 to -15 F
1664,9,5a: -20 to -15 F
1665,9,5a: -20 to -15 F
1666,10,5b: -15 to -10 F
1667,10,5b: -15 to -10 F
1668,8,4b: -25 to -20 F
1669,9,5a: -20 to -15 F
1670,7,4a: -30 to -25 F
1671,8,4b: -25 to -20 F
1672,8,4b: -25 to -20 F
1673,8,4b: -25 to -20 F
1674,8,4b: -25 to -20 F
1675,6,3b: -35 to -30 F
1676,14,7b: 5 to 10 F
1677,14,7b: 5 to 10 F
1678,11,6a: -10 to -5 F
1679,15,8a: 10 to 15 F
1680,13,7a: 0 to 5 F
1681,12,6b: -5 to 0 F
1682,9,5a: -20 to -15 F
1683,13,7a: 0 to 5 F
1684,13,7a: 0 to 5 F
1685,12,6b: -5 to 0 F
1686,11,6a: -10 to -5 F
1687,12,6b: -5 to 0 F
1688,12,6b: -5 to 0 F
1689,11,6a: -10 to -5 F
1690,9,5a: -20 to -15 F
1691,9,5a: -20 to -15 F
1692,9,5a: -20 to -15 F
1693,9,5a: -20 to -15 F
1694,10,5b: -15 to -10 F
1695,10,5b: -15 to -10 F
1696,10,5b: -15 to -10 F
1697,8,4b: -25 to -20 F
1698,11,6a: -10 to -5 F
1699,10,5b: -15 to -10 F
1700,9,5a: -20 to -15 F
1701,10,5b: -15 to -10 F
1702,7,4a: -30 to -25 F
1703,8,4b: -25 to -20 F
1704,8,4b: -25 to -20 F
1705,6,3b: -35 to -30 F
1706,6,3b: -35 to -30 F
1707,5,3a: -40 to -35 F
1708,15,8a: 10 to 15 F
1709,15,8a: 10 to 15 F
1710,14,7b: 5 to 10 F
1711,15,8a: 10 to 15 F
1712,14,7b: 5 to 10 F
1713,11,6a: -10 to -5 F
1714,11,6a: -10 to -5 F
1715,11,6a: -10 to -5 F
1716,10,5b: -15 to -10 F
1717,11,6a: -10 to -5 F
1718,12,6b: -5 to 0 F
1719,13,7a: 0 to 5 F
1720,11,6a: -10 to -5 F
1721,10,5b: -15 to -10 F
1722,12,6b: -5 to 0 F
1723,12,6b: -5 to 0 F
1724,13,7a: 0 to 5 F
1725,13,7a: 0 to 5 F
1726,12,6b: -5 to 0 F
1727,11,6a: -10 to -5 F
1728,12,6b: -5 to 0 F
1729,11,6a: -10 to -5 F
1730,12,6b: -5 to 0 F
1731,11,6a: -10 to -5 F
1732,9,5a: -20 to -15 F
1733,9,5a: -20 to -15 F
1734,9,5a: -20 to -15 F
1735,9,5a: -20 to -15 F
1736,9,5a: -20 to -15 F
1737,11,6a: -10 to -5 F
1738,11,6a: -10 to -5 F
1739,11,6a: -10 to -5 F
1740,10,5b: -15 to -10 F
1741,8,4b: -25 to -20 F
1742,8,4b: -25 to -20 F
1743,10,5b: -15 to -10 F
1744,10,5b: -15 to -10 F
1745,9,5a: -20 to -15 F
1746,10,5b: -15 to -10 F
1747,9,5a: -20 to -15 F
1748,8,4b: -25 to -20 F
1749,10,5b: -15 to -10 F
1750,10,5b: -15 to -10 F
1751,6,3b: -35 to -30 F
1752,7,4a: -30 to -25 F
1753,14,7b: 5 to 10 F
1754,15,8a: 10 to 15 F
1755,13,7a: 0 to 5 F
1756,13,7a: 0 to 5 F
1757,12,6b: -5 to 0 F
1758,13,7a: 0 to 5 F
1759,12,6b: -5 to 0 F
1760,11,6a: -10 to -5 F
1761,10,5b: -15 to -10 F
1762,11,6a: -10 to -5 F
1763,12,6b: -5 to 0 F
1764,10,5b: -15 to -10 F
1765,9,5a: -20 to -15 F
1766,10,5b: -15 to -10 F
1767,9,5a: -20 to -15 F
1768,10,5b: -15 to -10 F
1769,11,6a: -10 to -5 F
1770,12,6b: -5 to 0 F
1771,12,6b: -5 to 0 F
1772,12,6b: -5 to 0 F
1773,13,7a: 0 to 5 F
1774,13,7a: 0 to 5 F
1775,10,5b: -15 to -10 F
1776,9,5a: -20 to -15 F
1777,9,5a: -20 to -15 F
1778,9,5a: -20 to -15 F
1779,9,5a: -20 to -15 F
1780,11,6a: -10 to -5 F
1781,11,6a: -10 to -5 F
1782,11,6a: -10 to -5 F
1783,11,6a: -10 to -5 F
1784,12,6b: -5 to 0 F
1785,10,5b: -15 to -10 F
1786,10,5b: -15 to -10 F
1787,9,5a: -20 to -15 F
1788,9,5a: -20 to -15 F
1789,10,5b: -15 to -10 F
1790,10,5b: -15 to -10 F
1791,11,6a: -10 to -5 F
1792,8,4b: -25 to -20 F
1793,9,5a: -20 to -15 F
1794,8,4b: -25 to -20 F
1795,9,5a: -20 to -15 F
1796,10,5b: -15 to -10 F
1797,10,5b: -15 to -10 F
1798,8,4b: -25 to -20 F
1799,8,4b: -25 to -20 F
1800,7,4a: -30 to -25 F
1801,7,4a: -30 to -25 F
1802,6,3b: -35 to -30 F
1803,7,4a: -30 to -25 F
1804,7,4a: -30 to -25 F
1805,7,4a: -30 to -25 F
1806,5,3a: -40 to -35 F
1807,10,5b: -15 to -10 F
1808,12,6b: -5 to 0 F
1809,13,7a: 0 to 5 F
1810,11,6a: -10 to -5 F
1811,12,6b: -5 to 0 F
1812,14,7b: 5 to 10 F
1813,13,7a: 0 to 5 F
1814,11,6a: -10 to -5 F
1815,12,6b: -5 to 0 F
1816,11,6a: -10 to -5 F
1817,9,5a: -20 to -15 F
1818,10,5b: -15 to -10 F
1819,12,6b: -5 to 0 F
1820,12,6b: -5 to 0 F
1821,13,7a: 0 to 5 F
1822,12,6b: -5 to 0 F
1823,13,7a: 0 to 5 F
1824,9,5a: -20 to -15 F
1825,10,5b: -15 to -10 F
1826,11,6a: -10 to -5 F
1827,11,6a: -10 to -5 F
1828,11,6a: -10 to -5 F
1829,11,6a: -10 to -5 F
1830,10,5b: -15 to -10 F
1831,11,6a: -10 to -5 F
1832,9,5a: -20 to -15 F
1833,9,5a: -20 to -15 F
1834,9,5a: -20 to -15 F
1835,8,4b: -25 to -20 F
1836,9,5a: -20 to -15 F
1837,8,4b: -25 to -20 F
1838,9,5a: -20 to -15 F
1839,11,6a: -10 to -5 F
1840,9,5a: -20 to -15 F
1841,8,4b: -25 to -20 F
1842,8,4b: -25 to -20 F
1843,8,4b: -25 to -20 F
1844,10,5b: -15 to -10 F
1845,9,5a: -20 to -15 F
1846,6,3b: -35 to -30 F
1847,7,4a: -30 to -25 F
1848,7,4a: -30 to -25 F
1849,14,7b: 5 to 10 F
1850,11,6a: -10 to -5 F
1851,13,7a: 0 to 5 F
1852,15,8a: 10 to 15 F
1853,11,6a: -10 to -5 F
1854,12,6b: -5 to 0 F
1855,13,7a: 0 to 5 F
1856,12,6b: -5 to 0 F
1857,12,6b: -5 to 0 F
1858,12,6b: -5 to 0 F
1859,13,7a: 0 to 5 F
1860,12,6b: -5 to 0 F
1861,10,5b: -15 to -10 F
1862,12,6b: -5 to 0 F
1863,13,7a: 0 to 5 F
1864,12,6b: -5 to 0 F
1865,12,6b: -5 to 0 F
1866,11,6a: -10 to -5 F
1867,13,7a: 0 to 5 F
1868,10,5b: -15 to -10 F
1869,10,5b: -15 to -10 F
1870,11,6a: -10 to -5 F
1871,9,5a: -20 to -15 F
1872,10,5b: -15 to -10 F
1873,11,6a: -10 to -5 F
1874,11,6a: -10 to -5 F
1875,11,6a: -10 to -5 F
1876,11,6a: -10 to -5 F
1877,11,6a: -10 to -5 F
1878,11,6a: -10 to -5 F
1879,11,6a: -10 to -5 F
1880,9,5a: -20 to -15 F
1881,9,5a: -20 to -15 F
1882,9,5a: -20 to -15 F
1883,10,5b: -15 to -10 F
1884,9,5a: -20 to -15 F
1885,8,4b: -25 to -20 F
1886,9,5a: -20 to -15 F
1887,9,5a: -20 to -15 F
1888,9,5a: -20 to -15 F
1889,10,5b: -15 to -10 F
1890,9,5a: -20 to -15 F
1891,10,5b: -15 to -10 F
1892,8,4b: -25 to -20 F
1893,10,5b: -15 to -10 F
1894,9,5a: -20 to -15 F
1895,8,4b: -25 to -20 F
1896,6,3b: -35 to -30 F
1897,6,3b: -35 to -30 F
1898,6,3b: -35 to -30 F
1899,7,4a: -30 to -25 F
1900,15,8a: 10 to 15 F
1901,15,8a: 10 to 15 F
1902,15,8a: 10 to 15 F
1903,14,7b: 5 to 10 F
1904,15,8a: 10 to 15 F
1905,14,7b: 5 to 10 F
1906,15,8a: 10 to 15 F
1907,12,6b: -5 to 0 F
1908,12,6b: -5 to 0 F
1909,13,7a: 0 to 5 F
1910,12,6b: -5 to 0 F
1911,12,6b: -5 to 0 F
1912,12,6b: -5 to 0 F
1913,10,5b: -15 to -10 F
1914,13,7a: 0 to 5 F
1915,14,7b: 5 to 10 F
1916,13,7a: 0 to 5 F
1917,12,6b: -5 to 0 F
1918,13,7a: 0 to 5 F
1919,11,6a: -10 to -5 F
1920,12,6b: -5 to 0 F
1921,11,6a: -10 to -5 F
1922,11,6a: -10 to -5 F
1923,11,6a: -10 to -5 F
1924,9,5a: -20 to -15 F
1925,10,5b: -15 to -10 F
1926,9,5a: -20 to -15 F
1927,10,5b: -15 to -10 F
1928,8,4b: -25 to -20 F
1929,8,4b: -25 to -20 F
1930,8,4b: -25 to -20 F
1931,8,4b: -25 to -20 F
1932,7,4a: -30 to -25 F
1933,8,4b: -25 to -20 F
1934,8,4b: -25 to -20 F
1935,6,3b: -35 to -30 F
1936,6,3b: -35 to -30 F
1937,7,4a: -30 to -25 F
1938,14,7b: 5 to 10 F
1939,14,7b: 5 to 10 F
1940,13,7a: 0 to 5 F
1941,15,8a: 10 to 15 F
1942,14,7b: 5 to 10 F
1943,14,7b: 5 to 10 F
1944,13,7a: 0 to 5 F
1945,14,7b: 5 to 10 F
1946,13,7a: 0 to 5 F
1947,12,6b: -5 to 0 F
1948,11,6a: -10 to -5 F
1949,11,6a: -10 to -5 F
1950,12,6b: -5 to 0 F
1951,10,5b: -15 to -10 F
1952,12,6b: -5 to 0 F
1953,14,7b: 5 to 10 F
1954,13,7a: 0 to 5 F
1955,12,6b: -5 to 0 F
1956,12,6b: -5 to 0 F
1957,13,7a: 0 to 5 F
1958,12,6b: -5 to 0 F
1959,13,7a: 0 to 5 F
1960,12,6b: -5 to 0 F
1961,13,7a: 0 to 5 F
1962,12,6b: -5 to 0 F
1963,13,7a: 0 to 5 F
1964,12,6b: -5 to 0 F
1965,10,5b: -15 to -10 F
1966,12,6b: -5 to 0 F
